time,open,high,low,close,volume,symbol
2015-03-18,7.7802,7.7802,7.718,7.718,1060000.0,FPT
2015-03-19,7.7646999999999995,7.7802,7.7024,7.7024,1170000.0,FPT
2015-03-20,7.7024,7.7646999999999995,7.6869,7.7491,1320000.0,FPT
2015-03-23,7.7491,7.7646999999999995,7.6869,7.6869,1280000.0,FPT
2015-03-24,7.7024,7.7024,7.5935,7.6402,1620000.0,FPT
2015-03-25,7.7024,7.7024,7.6246,7.6558,1030000.0,FPT
2015-03-26,7.6869,7.6869,7.6558,7.6713000000000005,1280000.0,FPT
2015-03-27,7.718,7.718,7.6558,7.6558,1050000.0,FPT
2015-03-30,7.6869,7.6869,7.5313,7.5313,1920000.0,FPT
2015-03-31,7.5313,7.578,7.5313,7.5313,1080000.0,FPT
2015-04-01,7.578,7.578,7.4224,7.4224,1260000.0,FPT
2015-04-02,7.4379,7.5468,7.4224,7.4846,780270.0,FPT
2015-04-03,7.5468,7.5935,7.4846,7.5935,541630.0,FPT
2015-04-06,7.5935,7.6402,7.5468,7.5468,780920.0,FPT
2015-04-07,7.5313,7.6246,7.5313,7.609100000000001,697560.0,FPT
2015-04-08,7.6246,7.6402,7.5935,7.609100000000001,754870.0,FPT
2015-04-09,7.609100000000001,7.6246,7.5468,7.609100000000001,1200000.0,FPT
2015-04-10,7.609100000000001,7.6869,7.5935,7.6558,1600000.0,FPT
2015-04-13,7.6558,7.6869,7.6402,7.6558,761830.0,FPT
2015-04-14,7.6558,7.6558,7.578,7.578,1040000.0,FPT
2015-04-15,7.609100000000001,7.6246,7.5468,7.609100000000001,1040000.0,FPT
2015-04-16,7.609100000000001,7.6558,7.578,7.5935,709680.0,FPT
2015-04-17,7.609100000000001,8.0137,7.609100000000001,7.935899999999999,6950000.0,FPT
2015-04-20,7.935899999999999,7.935899999999999,7.7646999999999995,7.8581,1670000.0,FPT
2015-04-21,7.8581,7.935899999999999,7.7802,7.7802,1230000.0,FPT
2015-04-22,7.7802,7.935899999999999,7.7802,7.7802,2500000.0,FPT
2015-04-23,7.8581,7.935899999999999,7.7491,7.8581,2980000.0,FPT
2015-04-24,7.8581,7.935899999999999,7.7802,7.8581,1250000.0,FPT
2015-04-27,8.0137,8.1693,7.935899999999999,8.0137,2960000.0,FPT
2015-05-04,8.0137,8.0915,7.6246,7.6869,3800000.0,FPT
2015-05-05,7.6869,7.8581,7.6558,7.7802,2060000.0,FPT
2015-05-06,7.7802,7.8581,7.718,7.718,1890000.0,FPT
2015-05-07,7.7491,7.8581,7.718,7.7646999999999995,1220000.0,FPT
2015-05-08,7.7646999999999995,7.8581,7.7646999999999995,7.7646999999999995,1120000.0,FPT
2015-05-11,7.7802,7.7802,7.718,7.7336,1060000.0,FPT
2015-05-12,7.7336,7.7336,7.6558,7.6558,1180000.0,FPT
2015-05-13,7.6558,7.6713000000000005,7.578,7.6558,2190000.0,FPT
2015-05-14,7.6246,7.718,7.6246,7.6713000000000005,1320000.0,FPT
2015-05-15,7.6869,7.718,7.6402,7.6402,1030000.0,FPT
2015-05-18,7.6246,7.6558,7.5935,7.5935,2290000.0,FPT
2015-05-19,7.578,7.6558,7.578,7.6558,1210000.0,FPT
2015-05-20,7.718,7.935899999999999,7.7024,7.935899999999999,4960000.0,FPT
2015-05-21,7.935899999999999,8.2471,7.8581,8.1693,9130000.0,FPT
2015-05-22,8.1693,8.2471,8.0915,8.0915,2970000.0,FPT
2015-05-25,8.0915,8.402700000000001,8.0915,8.402700000000001,5550000.0,FPT
2015-05-26,8.3249,8.402700000000001,8.2471,8.2471,4430000.0,FPT
2015-05-27,8.2471,8.3249,8.0915,8.1693,5650000.0,FPT
2015-05-28,8.3001,8.3731,8.2272,8.2819,4680000.0,FPT
2015-05-29,8.3001,8.3001,8.1907,8.2089,1440000.0,FPT
2015-06-01,8.1907,8.1907,8.081199999999999,8.081199999999999,3020000.0,FPT
2015-06-02,8.081199999999999,8.081199999999999,7.9718,7.9718,3190000.0,FPT
2015-06-03,7.9718,8.1724,7.9535,8.063,2580000.0,FPT
2015-06-04,8.063,8.1177,8.063,8.0995,906550.0,FPT
2015-06-05,8.1177,8.1907,8.063,8.1724,2340000.0,FPT
2015-06-08,8.2089,8.2272,8.081199999999999,8.081199999999999,2820000.0,FPT
2015-06-09,8.063,8.2454,8.063,8.081199999999999,2500000.0,FPT
2015-06-10,8.081199999999999,8.1542,8.0447,8.136,1010000.0,FPT
2015-06-11,8.136,8.1907,8.136,8.1724,1700000.0,FPT
2015-06-12,8.1907,8.2637,8.1907,8.2272,3040000.0,FPT
2015-06-15,8.2819,8.2819,8.1724,8.2089,1380000.0,FPT
2015-06-16,8.2089,8.2454,8.1177,8.1177,1940000.0,FPT
2015-06-17,8.0995,8.136,8.081199999999999,8.0995,1950000.0,FPT
2015-06-18,8.0995,8.2089,8.0995,8.1177,1310000.0,FPT
2015-06-19,8.1177,8.2272,8.1177,8.1724,2120000.0,FPT
2015-06-22,8.2089,8.354899999999999,8.1907,8.3184,5140000.0,FPT
2015-06-23,8.3184,8.3366,8.2819,8.3001,2520000.0,FPT
2015-06-24,8.3184,8.3184,8.2454,8.2454,1440000.0,FPT
2015-06-25,8.2272,8.2454,8.2089,8.2089,2360000.0,FPT
2015-06-26,8.2272,8.7379,8.2272,8.4461,17000000.0,FPT
2015-06-29,8.5373,8.7015,8.4826,8.5373,3780000.0,FPT
2015-06-30,8.4461,8.519,8.4461,8.4643,4230000.0,FPT
2015-07-01,8.4643,8.592,8.409600000000001,8.5373,2980000.0,FPT
2015-07-02,8.519,8.646700000000001,8.5008,8.6102,4400000.0,FPT
2015-07-03,8.646700000000001,8.646700000000001,8.5555,8.573799999999999,3060000.0,FPT
2015-07-06,8.592,8.665,8.573799999999999,8.665,3960000.0,FPT
2015-07-07,8.646700000000001,8.8292,8.6102,8.683200000000001,4570000.0,FPT
2015-07-08,8.683200000000001,8.719700000000001,8.5008,8.519,5730000.0,FPT
2015-07-09,8.4826,8.5555,8.4278,8.519,4040000.0,FPT
2015-07-10,8.519,8.573799999999999,8.4643,8.5008,3370000.0,FPT
2015-07-13,8.5008,8.665,8.4826,8.5555,1980000.0,FPT
2015-07-14,8.5555,8.6102,8.5008,8.5555,1600000.0,FPT
2015-07-15,8.573799999999999,8.573799999999999,8.4643,8.4643,2640000.0,FPT
2015-07-16,8.4278,8.4643,8.354899999999999,8.4643,2470000.0,FPT
2015-07-17,8.4461,8.5555,8.4278,8.4643,1270000.0,FPT
2015-07-20,8.4643,8.4643,8.3731,8.4278,1700000.0,FPT
2015-07-21,8.3913,8.409600000000001,8.2819,8.3184,3540000.0,FPT
2015-07-22,8.3184,8.4826,8.3001,8.4826,1840000.0,FPT
2015-07-23,8.4643,8.7379,8.4643,8.573799999999999,8640000.0,FPT
2015-07-24,8.6102,8.719700000000001,8.6102,8.683200000000001,4920000.0,FPT
2015-07-27,8.7379,9.0298,8.719700000000001,8.938600000000001,7530000.0,FPT
2015-07-28,8.938600000000001,8.938600000000001,8.7927,8.7927,2560000.0,FPT
2015-07-29,8.7927,8.883899999999999,8.7015,8.7379,4520000.0,FPT
2015-07-30,8.7379,8.756200000000002,8.6285,8.6285,3790000.0,FPT
2015-07-31,8.7015,8.719700000000001,8.6285,8.6285,2190000.0,FPT
2015-08-03,8.573799999999999,8.573799999999999,8.4643,8.4826,4590000.0,FPT
2015-08-04,8.5555,8.646700000000001,8.5008,8.573799999999999,2120000.0,FPT
2015-08-05,8.6102,8.646700000000001,8.5555,8.646700000000001,1260000.0,FPT
2015-08-06,8.646700000000001,8.683200000000001,8.5373,8.5373,2270000.0,FPT
2015-08-07,8.573799999999999,8.665,8.519,8.6285,2210000.0,FPT
2015-08-10,8.665,8.8474,8.665,8.8474,4770000.0,FPT
2015-08-11,8.8474,8.938600000000001,8.756200000000002,8.8109,3480000.0,FPT
2015-08-12,8.756200000000002,8.756200000000002,8.6285,8.683200000000001,5080000.0,FPT
2015-08-13,8.683200000000001,8.683200000000001,8.5373,8.573799999999999,6350000.0,FPT
2015-08-14,8.5555,8.6285,8.4826,8.5373,2840000.0,FPT
2015-08-17,8.5373,8.592,8.3913,8.4278,3300000.0,FPT
2015-08-18,8.4278,8.519,8.3913,8.5008,3040000.0,FPT
2015-08-19,8.556700000000001,8.6686,8.4822,8.594,3480000.0,FPT
2015-08-20,8.6126,8.6126,8.4635,8.4822,1550000.0,FPT
2015-08-21,8.4076,8.426200000000001,8.2025,8.426200000000001,4780000.0,FPT
2015-08-24,8.2771,8.3144,7.8856,7.9041999999999994,8510000.0,FPT
2015-08-25,7.8297,8.109300000000001,7.8297,7.9975,5260000.0,FPT
2015-08-26,8.0161,8.2957,8.0161,8.221200000000001,3880000.0,FPT
2015-08-27,8.221200000000001,8.3144,8.2025,8.2584,2830000.0,FPT
2015-08-28,8.3144,8.351700000000001,8.2584,8.333,3570000.0,FPT
2015-08-31,8.2957,8.351700000000001,8.221200000000001,8.239799999999999,1550000.0,FPT
2015-09-01,8.2771,8.2771,8.1839,8.221200000000001,1290000.0,FPT
2015-09-03,8.1839,8.221200000000001,8.146600000000001,8.146600000000001,1460000.0,FPT
2015-09-04,8.146600000000001,8.221200000000001,8.128,8.1652,808230.0,FPT
2015-09-07,8.2025,8.2025,8.0907,8.128,579560.0,FPT
2015-09-08,8.109300000000001,8.221200000000001,8.109300000000001,8.1839,787800.0,FPT
2015-09-09,8.2584,8.2771,8.221200000000001,8.221200000000001,1420000.0,FPT
2015-09-10,8.221200000000001,8.239799999999999,8.1839,8.239799999999999,924000.0,FPT
2015-09-11,8.2771,8.2771,8.2025,8.2025,720240.0,FPT
2015-09-14,8.2025,8.2025,8.146600000000001,8.146600000000001,861130.0,FPT
2015-09-15,8.128,8.1839,8.109300000000001,8.146600000000001,368020.0,FPT
2015-09-16,8.146600000000001,8.1839,8.128,8.146600000000001,499570.0,FPT
2015-09-17,8.146600000000001,8.2025,8.146600000000001,8.1652,492550.0,FPT
2015-09-18,8.3144,8.370299999999999,8.221200000000001,8.3144,3000000.0,FPT
2015-09-21,8.2957,8.4822,8.2957,8.4822,2220000.0,FPT
2015-09-22,8.4822,8.5008,8.4076,8.426200000000001,1170000.0,FPT
2015-09-23,8.4076,8.4635,8.370299999999999,8.370299999999999,1810000.0,FPT
2015-09-24,8.351700000000001,8.4449,8.351700000000001,8.4076,1160000.0,FPT
2015-09-25,8.426200000000001,8.426200000000001,8.351700000000001,8.370299999999999,1050000.0,FPT
2015-09-28,8.370299999999999,8.3889,8.2957,8.2957,1080000.0,FPT
2015-09-29,8.2957,8.2957,8.2584,8.2957,1050000.0,FPT
2015-09-30,8.351700000000001,8.351700000000001,8.2584,8.2957,644730.0,FPT
2015-10-01,8.2957,8.333,8.2771,8.3144,724690.0,FPT
2015-10-02,8.3144,8.351700000000001,8.2957,8.3144,734010.0,FPT
2015-10-05,8.333,8.4076,8.3144,8.3889,1540000.0,FPT
2015-10-06,8.5008,8.6126,8.4635,8.5754,3730000.0,FPT
2015-10-07,8.6126,8.6126,8.3889,8.426200000000001,1360000.0,FPT
2015-10-08,8.426200000000001,8.5381,8.426200000000001,8.5381,1340000.0,FPT
2015-10-09,8.5754,8.649899999999999,8.5381,8.5381,3150000.0,FPT
2015-10-12,8.5194,8.556700000000001,8.5194,8.5381,1670000.0,FPT
2015-10-13,8.5381,8.5381,8.4635,8.4822,1200000.0,FPT
2015-10-14,8.7618,8.9296,8.6872,8.7059,12420000.0,FPT
2015-10-15,8.7431,8.7431,8.6686,8.6872,1720000.0,FPT
2015-10-16,8.7059,8.7431,8.7059,8.7059,2220000.0,FPT
2015-10-19,8.7059,8.9109,8.7059,8.7804,5640000.0,FPT
2015-10-20,8.7804,8.9296,8.7618,8.8177,7950000.0,FPT
2015-10-21,8.8736,8.8736,8.7618,8.7618,2840000.0,FPT
2015-10-22,8.7245,8.7804,8.7245,8.7431,1910000.0,FPT
2015-10-23,8.799100000000001,8.8364,8.7618,8.7804,2910000.0,FPT
2015-10-26,8.855,9.0414,8.855,8.8736,10620000.0,FPT
2015-10-27,8.8364,9.004100000000001,8.8364,8.9482,5430000.0,FPT
2015-10-28,8.9668,9.116,8.9668,9.097299999999999,10790000.0,FPT
2015-10-29,9.1906,9.2651,9.1533,9.1906,7460000.0,FPT
2015-10-30,9.209200000000001,9.227799999999998,9.116,9.1906,3970000.0,FPT
2015-11-02,9.209200000000001,9.5075,9.1906,9.227799999999998,11270000.0,FPT
2015-11-03,9.321,9.7871,9.3024,9.7871,15340000.0,FPT
2015-11-04,9.8803,9.9735,9.6939,9.6939,7160000.0,FPT
2015-11-05,9.600700000000002,9.9735,9.600700000000002,9.9735,11010000.0,FPT
2015-11-06,9.9735,10.1599,9.6939,9.7871,12780000.0,FPT
2015-11-09,9.6939,9.7871,9.600700000000002,9.600700000000002,8220000.000000001,FPT
2015-11-10,9.600700000000002,9.6939,9.414299999999999,9.5075,8279999.999999999,FPT
2015-11-11,9.414299999999999,9.6939,9.414299999999999,9.414299999999999,7230000.0,FPT
2015-11-12,9.5075,9.9735,9.414299999999999,9.8803,14190000.0,FPT
2015-11-13,9.8803,10.1599,9.7871,10.1599,11140000.0,FPT
2015-11-16,10.0667,10.253200000000001,9.8803,10.0667,9750000.0,FPT
2015-11-17,9.9735,10.0667,9.6939,9.6939,8630000.0,FPT
2015-11-18,9.600700000000002,9.8803,9.600700000000002,9.6939,5520000.0,FPT
2015-11-19,9.6939,9.8803,9.600700000000002,9.600700000000002,4430000.0,FPT
2015-11-20,9.5075,9.6939,9.5075,9.5075,4830000.0,FPT
2015-11-23,9.5075,9.600700000000002,9.227799999999998,9.227799999999998,8300000.000000001,FPT
2015-11-24,9.2651,9.2651,9.0228,9.1533,11380000.0,FPT
2015-11-25,9.1906,9.414299999999999,9.0414,9.321,5290000.0,FPT
2015-11-26,9.2838,9.321,9.1346,9.1346,3010000.0,FPT
2015-11-27,9.171899999999999,9.3024,9.116,9.116,6140000.0,FPT
2015-11-30,9.1346,9.1346,9.004100000000001,9.004100000000001,4510000.0,FPT
2015-12-01,9.0601,9.097299999999999,8.9668,8.9855,2520000.0,FPT
2015-12-02,8.9855,9.078700000000001,8.9855,9.0228,2730000.0,FPT
2015-12-03,9.0414,9.078700000000001,9.004100000000001,9.0414,1390000.0,FPT
2015-12-04,9.0414,9.0414,8.892299999999999,8.9296,3480000.0,FPT
2015-12-07,8.9109,8.9482,8.855,8.855,3600000.0,FPT
2015-12-08,8.8177,9.1533,8.7804,9.1346,4510000.0,FPT
2015-12-09,9.1346,9.209200000000001,8.9855,8.9855,2970000.0,FPT
2015-12-10,8.9855,9.0601,8.9109,8.9109,2460000.0,FPT
2015-12-11,8.892299999999999,9.0414,8.892299999999999,8.9482,2250000.0,FPT
2015-12-14,8.9296,8.9855,8.9109,8.9109,1760000.0,FPT
2015-12-15,8.9109,9.0414,8.9109,9.0414,2130000.0,FPT
2015-12-16,9.078700000000001,9.1906,9.078700000000001,9.097299999999999,5060000.0,FPT
2015-12-17,9.171899999999999,9.227799999999998,9.1346,9.171899999999999,3700000.0,FPT
2015-12-18,9.171899999999999,9.1906,9.116,9.116,3330000.0,FPT
2015-12-21,9.116,9.116,9.004100000000001,9.0414,2180000.0,FPT
2015-12-22,9.0414,9.078700000000001,8.9668,8.9668,2170000.0,FPT
2015-12-23,9.004100000000001,9.0228,8.9109,8.9296,2450000.0,FPT
2015-12-24,8.9668,8.9855,8.9109,8.9109,1910000.0,FPT
2015-12-25,8.9482,8.9482,8.892299999999999,8.9109,1370000.0,FPT
2015-12-28,8.9482,9.078700000000001,8.892299999999999,8.9668,3100000.0,FPT
2015-12-29,8.9855,9.0414,8.9668,9.004100000000001,1750000.0,FPT
2015-12-30,9.0601,9.116,9.004100000000001,9.004100000000001,3690000.0,FPT
2015-12-31,9.004100000000001,9.097299999999999,8.9855,9.004100000000001,2300000.0,FPT
2016-01-04,9.0228,9.0414,8.9109,8.9109,2430000.0,FPT
2016-01-05,8.9109,8.9482,8.892299999999999,8.9109,2960000.0,FPT
2016-01-06,8.9109,8.9668,8.9109,8.9296,1800000.0,FPT
2016-01-07,8.9296,8.9296,8.7618,8.7618,7440000.0,FPT
2016-01-08,8.7245,8.7431,8.5754,8.6313,7160000.0,FPT
2016-01-11,8.6313,8.6313,8.556700000000001,8.556700000000001,3250000.0,FPT
2016-01-12,8.5754,8.7431,8.5194,8.7431,2350000.0,FPT
2016-01-13,8.7618,8.8177,8.6313,8.649899999999999,2190000.0,FPT
2016-01-14,8.594,8.649899999999999,8.5754,8.6126,2060000.0,FPT
2016-01-15,8.6126,8.6686,8.5754,8.594,2400000.0,FPT
2016-01-18,8.5194,8.5194,8.2584,8.370299999999999,9110000.0,FPT
2016-01-19,8.370299999999999,8.4449,8.333,8.4076,3530000.0,FPT
2016-01-20,8.4076,8.4822,8.370299999999999,8.370299999999999,2630000.0,FPT
2016-01-21,8.351700000000001,8.4076,8.3144,8.370299999999999,2620000.0,FPT
2016-01-22,8.3889,8.4076,8.2584,8.351700000000001,2800000.0,FPT
2016-01-25,8.4822,8.7804,8.3889,8.7804,3600000.0,FPT
2016-01-26,8.6686,8.6872,8.556700000000001,8.556700000000001,2670000.0,FPT
2016-01-27,8.6686,8.6686,8.6126,8.6313,1360000.0,FPT
2016-01-28,8.6313,8.649899999999999,8.5381,8.5754,1980000.0,FPT
2016-01-29,8.6313,8.6686,8.556700000000001,8.649899999999999,2009999.9999999998,FPT
2016-02-01,8.6686,8.7431,8.5754,8.6872,2360000.0,FPT
2016-02-02,8.6313,8.7059,8.6126,8.6126,743830.0,FPT
2016-02-03,8.649899999999999,8.7431,8.6126,8.6872,2590000.0,FPT
2016-02-04,8.7431,8.7431,8.6686,8.6686,1140000.0,FPT
2016-02-05,8.7059,8.7618,8.6686,8.7431,1470000.0,FPT
2016-02-15,8.7059,8.7245,8.6313,8.7059,1380000.0,FPT
2016-02-16,8.7618,8.855,8.7059,8.8177,1400000.0,FPT
2016-02-17,8.855,8.9855,8.855,8.855,2910000.0,FPT
2016-02-18,8.892299999999999,9.004100000000001,8.8736,8.9668,2980000.0,FPT
2016-02-19,8.9482,8.9482,8.8736,8.892299999999999,2140000.0,FPT
2016-02-22,8.892299999999999,8.9855,8.892299999999999,8.9855,2089999.9999999998,FPT
2016-02-23,9.0414,9.0414,8.9109,8.9109,2940000.0,FPT
2016-02-24,8.892299999999999,8.9482,8.8736,8.9109,2650000.0,FPT
2016-02-25,8.9482,9.004100000000001,8.8736,8.8736,2720000.0,FPT
2016-02-26,8.9109,8.9109,8.8364,8.892299999999999,1550000.0,FPT
2016-02-29,8.9296,8.9296,8.8736,8.9109,2080000.0,FPT
2016-03-01,8.9109,9.116,8.8736,8.9855,4910000.0,FPT
2016-03-02,9.0228,9.097299999999999,9.004100000000001,9.078700000000001,3280000.0,FPT
2016-03-03,9.116,9.1906,9.097299999999999,9.097299999999999,3360000.0,FPT
2016-03-04,9.0601,9.1906,9.0601,9.1346,3460000.0,FPT
2016-03-07,9.1346,9.209200000000001,9.0601,9.0601,2960000.0,FPT
2016-03-08,9.0601,9.078700000000001,8.9482,8.9482,4600000.0,FPT
2016-03-09,8.9109,8.9855,8.9109,8.9482,1640000.0,FPT
2016-03-10,8.9482,9.004100000000001,8.9296,8.9855,1120000.0,FPT
2016-03-11,9.0228,9.116,9.0228,9.0414,3040000.0,FPT
2016-03-14,9.1346,9.209200000000001,9.078700000000001,9.078700000000001,4090000.0,FPT
2016-03-15,9.116,9.1533,9.0414,9.0414,2200000.0,FPT
2016-03-16,9.0414,9.078700000000001,9.0228,9.0414,1990000.0,FPT
2016-03-17,9.0601,9.116,9.0414,9.0414,2540000.0,FPT
2016-03-18,9.1346,9.3024,9.1346,9.1906,10250000.0,FPT
2016-03-21,9.1906,9.227799999999998,9.1346,9.171899999999999,2860000.0,FPT
2016-03-22,9.1346,9.1533,9.078700000000001,9.078700000000001,2550000.0,FPT
2016-03-23,9.078700000000001,9.1346,9.0414,9.078700000000001,2320000.0,FPT
2016-03-24,9.097299999999999,9.116,9.0228,9.0228,3360000.0,FPT
2016-03-25,8.9855,9.0228,8.8736,8.9296,4580000.0,FPT
2016-03-28,9.004100000000001,9.004100000000001,8.9296,8.9482,1620000.0,FPT
2016-03-29,8.9482,8.9482,8.8364,8.855,2950000.0,FPT
2016-03-30,8.855,8.9296,8.799100000000001,8.855,2410000.0,FPT
2016-03-31,8.855,8.9482,8.7804,8.7804,2520000.0,FPT
2016-04-01,8.7804,8.799100000000001,8.7059,8.7245,2140000.0,FPT
2016-04-04,8.7059,8.7618,8.7059,8.7245,1500000.0,FPT
2016-04-05,8.7245,8.799100000000001,8.7059,8.7618,1160000.0,FPT
2016-04-06,8.7618,8.8364,8.7431,8.8364,1160000.0,FPT
2016-04-07,8.855,8.9296,8.8364,8.9109,1960000.0,FPT
2016-04-08,8.8736,8.9482,8.8736,8.8736,1260000.0,FPT
2016-04-11,8.9109,8.9855,8.855,8.9296,3290000.0,FPT
2016-04-12,8.9482,8.9482,8.855,8.892299999999999,1590000.0,FPT
2016-04-13,8.8736,8.9109,8.855,8.8736,2290000.0,FPT
2016-04-14,8.855,8.9109,8.855,8.855,2310000.0,FPT
2016-04-15,8.8736,8.892299999999999,8.799100000000001,8.799100000000001,2880000.0,FPT
2016-04-19,8.799100000000001,8.855,8.7618,8.7618,2200000.0,FPT
2016-04-20,8.7618,8.799100000000001,8.7431,8.7804,3550000.0,FPT
2016-04-21,8.8177,8.855,8.7804,8.8177,2000000.0,FPT
2016-04-22,8.8177,8.9109,8.7804,8.9109,3350000.0,FPT
2016-04-25,8.9482,9.004100000000001,8.9109,8.9296,2270000.0,FPT
2016-04-26,8.9296,8.9482,8.855,8.9296,1350000.0,FPT
2016-04-27,8.9482,8.9668,8.855,8.892299999999999,2390000.0,FPT
2016-04-28,8.9482,9.1906,8.892299999999999,9.0228,12140000.0,FPT
2016-04-29,9.0228,9.078700000000001,9.004100000000001,9.0601,2480000.0,FPT
2016-05-04,8.9855,9.004100000000001,8.892299999999999,8.9668,3110000.0,FPT
2016-05-05,8.9296,9.0228,8.9109,8.9109,3670000.0,FPT
2016-05-06,8.9109,8.9482,8.855,8.855,2800000.0,FPT
2016-05-09,8.8736,8.9109,8.799100000000001,8.799100000000001,2450000.0,FPT
2016-05-10,8.7804,8.855,8.7618,8.8177,1880000.0,FPT
2016-05-11,8.892299999999999,8.9109,8.8177,8.892299999999999,1170000.0,FPT
2016-05-12,8.9296,8.9296,8.8364,8.8364,1670000.0,FPT
2016-05-13,8.855,8.8736,8.799100000000001,8.8364,1590000.0,FPT
2016-05-16,8.8364,8.855,8.799100000000001,8.8177,1250000.0,FPT
2016-05-17,8.8364,8.9109,8.8177,8.8736,1430000.0,FPT
2016-05-18,8.9482,9.0228,8.892299999999999,8.892299999999999,2800000.0,FPT
2016-05-19,8.9482,8.9482,8.8736,8.892299999999999,751130.0,FPT
2016-05-20,8.892299999999999,8.9296,8.892299999999999,8.9296,1960000.0,FPT
2016-05-23,9.004100000000001,9.004100000000001,8.9109,8.9109,1390000.0,FPT
2016-05-24,8.9296,8.9482,8.892299999999999,8.892299999999999,1490000.0,FPT
2016-05-25,8.9109,8.9296,8.8736,8.892299999999999,2420000.0,FPT
2016-05-26,8.9109,8.9296,8.855,8.855,5370000.0,FPT
2016-05-27,8.935,9.0007,8.8474,8.9788,1910000.0,FPT
2016-05-30,8.9788,9.0664,8.9788,9.0007,1570000.0,FPT
2016-05-31,9.0226,9.0226,8.935,8.935,2069999.9999999998,FPT
2016-06-01,8.9788,8.9788,8.935,8.935,1820000.0,FPT
2016-06-02,8.9788,8.9788,8.9131,8.935,1120000.0,FPT
2016-06-03,8.9569,8.9569,8.891200000000001,8.9131,1410000.0,FPT
2016-06-06,8.9131,8.9131,8.803600000000001,8.8474,2650000.0,FPT
2016-06-07,8.891200000000001,8.891200000000001,8.803600000000001,8.869299999999999,1960000.0,FPT
2016-06-08,8.869299999999999,8.9131,8.8474,8.9131,1810000.0,FPT
2016-06-09,8.9131,8.9131,8.869299999999999,8.869299999999999,1140000.0,FPT
2016-06-10,8.8474,8.891200000000001,8.8474,8.869299999999999,1670000.0,FPT
2016-06-13,8.869299999999999,8.869299999999999,8.8474,8.8474,832970.0,FPT
2016-06-14,8.8255,8.869299999999999,8.8255,8.869299999999999,851680.0,FPT
2016-06-15,8.869299999999999,8.869299999999999,8.803600000000001,8.8255,1460000.0,FPT
2016-06-16,8.869299999999999,8.891200000000001,8.8255,8.8474,1260000.0,FPT
2016-06-17,8.8474,8.869299999999999,8.8255,8.8474,723740.0,FPT
2016-06-20,8.869299999999999,9.3949,8.8474,9.3511,6590000.0,FPT
2016-06-21,9.3949,9.592,9.3292,9.3511,5070000.0,FPT
2016-06-22,9.3073,9.3949,9.2854,9.2854,1060000.0,FPT
2016-06-23,9.2635,9.2854,9.1759,9.1759,2900000.0,FPT
2016-06-24,9.132100000000001,9.132100000000001,8.562700000000001,8.9569,9000000.0,FPT
2016-06-27,8.9569,9.0664,8.803600000000001,9.0226,2060000.0,FPT
2016-06-28,9.0226,9.0664,8.9788,9.0226,1150000.0,FPT
2016-06-29,9.0007,9.3073,9.0007,9.197799999999999,4390000.0,FPT
2016-06-30,9.3073,9.3292,9.154,9.154,2350000.0,FPT
2016-07-01,9.197799999999999,9.2635,9.154,9.1759,2029999.9999999998,FPT
2016-07-04,9.197799999999999,9.3511,9.197799999999999,9.3073,3030000.0,FPT
